mobile,total_spent,avg_transaction_value,max_purchase_amount,min_purchase_amount,purchase_count,first_purchase,last_purchase,days_since_first_purchase,days_since_last_purchase
918215233002,29687.920000000002,7421.9800000000005,9433.06,4971.72,4,1970-06-07,2017-11-23,20025.0,2689.0
918215813941,30515.94,4359.42,8751.33,0.0,7,1988-07-08,2021-03-28,13419.0,1468.0
918228649039,15415.04,3853.76,8551.62,500.18,4,1992-02-17,2015-12-27,12100.0,3386.0
918229516148,26283.559999999998,3285.4449999999997,5509.55,564.51,8,1982-05-28,2024-01-23,15652.0,437.0
918230517007,7388.74,2462.9133333333334,2876.27,2195.17,3,1978-08-07,1999-03-16,17042.0,9516.0
918234621711,22507.31,3751.2183333333337,9383.91,194.41,6,1973-08-13,2024-05-29,18862.0,310.0
918240885202,23908.03,5977.0075,7768.28,3375.27,4,1970-01-12,2025-01-05,20171.0,89.0
918244431947,48978.41,4897.841,9337.19,339.32,10,1971-11-14,2017-02-12,19500.0,2973.0
918250857309,45364.54,5040.504444444445,9946.98,291.61,9,1974-06-26,2023-05-14,18545.0,691.0
918259520140,11320.34,2830.085,5899.58,243.52,4,1985-01-05,2012-08-16,14699.0,4614.0
918266341635,50296.71,5029.671,9972.25,210.81,10,1976-11-27,2024-03-24,17660.0,376.0
918268486276,26421.510000000002,3302.6887500000003,8316.6,1325.39,8,1973-04-08,2005-03-31,18989.0,7309.0
918273831457,12521.69,2504.338,6337.59,530.87,5,1977-11-06,2020-07-19,17316.0,1720.0
918278515709,67513.22,6751.322,9984.52,1152.88,10,1975-02-10,2020-12-02,18316.0,1584.0
918281169403,43900.97,5487.62125,9270.88,0.0,8,1974-09-25,2024-12-03,18454.0,122.0
918281194061,26710.5,4451.75,7866.76,783.13,6,1975-04-02,2018-05-19,18265.0,2512.0
918281341978,11354.11,1622.0157142857145,4941.03,0.0,7,1971-09-01,2015-02-02,19574.0,3714.0
918287423767,13362.95,3340.7375,6318.01,244.85,4,1989-12-10,2002-07-02,12899.0,8312.0
918292009846,4858.92,1619.64,2656.91,1025.17,3,1992-07-16,2013-11-17,11950.0,4156.0
918292179207,21284.17,4256.834,9095.81,1107.56,5,1983-04-20,2010-12-25,15325.0,5214.0
918292578829,40230.07,4470.007777777778,7202.84,853.84,9,1971-11-16,2016-09-20,19498.0,3118.0
918294092753,54568.32,6063.1466666666665,9360.59,0.0,9,1972-11-07,2018-01-04,19141.0,2647.0
918296240256,27058.230000000003,4509.705000000001,8373.95,1436.86,6,1999-10-25,2020-12-24,9293.0,1562.0
918296662600,16198.04,2699.6733333333336,9951.81,0.0,6,2014-07-15,2016-07-14,3916.0,3186.0
918300016872,37334.36,4148.262222222223,9998.15,0.0,9,1971-03-09,2008-03-14,19750.0,6230.0
918306270004,7027.61,1756.9025,3126.55,532.15,4,1988-04-19,2020-04-19,13499.0,1811.0
918306551869,14729.150000000001,4909.716666666667,9334.79,2102.31,3,1985-12-04,2016-02-07,14366.0,3344.0
918308026394,40063.39,4006.339,8063.24,0.0,10,1972-06-01,2011-06-26,19300.0,5031.0
918313346852,17371.95,4342.9875,9588.53,925.66,4,1973-09-10,2024-04-07,18834.0,362.0
918313993297,9526.32,2381.58,4930.61,202.48,4,1985-09-17,1992-12-12,14444.0,11801.0
918319821061,34048.93,5674.821666666667,9956.23,1286.99,6,1973-02-18,2007-06-29,19038.0,6489.0
918320207740,32070.85,3563.4277777777775,8544.08,141.73,9,1972-10-31,2021-11-11,19148.0,1240.0
918323646093,28228.02,5645.604,9299.14,3259.59,5,1993-03-12,2008-04-25,11711.0,6188.0
918324316421,28256.7,4036.671428571429,7385.06,379.93,7,1970-10-23,2016-10-14,19887.0,3094.0
918328608265,29013.699999999997,5802.74,8450.05,2862.81,5,1977-07-30,2015-06-07,17415.0,3589.0
918330421741,15301.769999999999,5100.589999999999,8903.96,441.95,3,1987-11-22,2008-07-06,13648.0,6116.0
918330497115,41892.05,5236.50625,9552.02,0.0,8,1975-04-17,2021-12-01,18250.0,1220.0
918333103372,34649.14,5774.856666666667,8958.55,1856.19,6,1975-11-10,2019-12-28,18043.0,1924.0
918336814230,26757.920000000002,3344.7400000000002,9811.35,912.49,8,1982-11-24,2019-08-26,15472.0,2048.0
918338877621,18313.98,4578.495,5584.7,2904.22,4,1990-04-06,2019-11-01,12782.0,1981.0
918343237444,28198.05,4699.675,8699.81,911.35,6,1974-09-24,2021-12-19,18455.0,1202.0
918343459102,36557.05,5222.435714285714,8152.98,464.16,7,1980-02-14,2011-01-24,16486.0,5184.0
918346582107,41657.100000000006,5207.137500000001,9990.93,1759.3,8,1979-01-25,2019-10-04,16871.0,2009.0
918353092123,19789.42,2827.06,7243.54,1374.12,7,1994-06-03,2014-01-23,11263.0,4089.0
918354238065,17608.05,4402.0125,5949.27,2631.4,4,1995-01-26,2023-08-29,11026.0,584.0
918357297588,28465.24,3162.8044444444445,7275.9,0.0,9,1970-09-26,2016-02-18,19914.0,3333.0
918362751242,20941.6,5235.4,9270.04,3464.6,4,1978-08-12,2013-04-06,17037.0,4381.0
918365845882,38857.64,5551.091428571429,9360.89,1801.83,7,1974-06-17,2019-09-19,18554.0,2024.0
918369305560,40715.31,4523.923333333333,9782.0,635.46,9,1978-08-08,2017-02-25,17041.0,2960.0
918371357111,38613.88,5516.268571428571,8963.2,698.11,7,1970-04-29,2017-09-15,20064.0,2758.0
918375509447,16758.63,3351.726,5592.42,417.44,5,1976-06-22,2023-05-18,17818.0,687.0
918376087131,33483.799999999996,5580.633333333332,9580.18,663.3,6,1973-06-17,2019-03-07,18919.0,2220.0
918377614706,19978.33,3995.666,7853.76,2398.75,5,1971-03-04,2025-03-21,19755.0,14.0
918377702111,20899.15,4179.83,7138.44,2335.19,5,1974-05-27,2019-06-23,18575.0,2112.0
918384006407,63903.97,6390.397,9074.11,2414.98,10,1987-02-14,2022-02-27,13929.0,1132.0
918396433758,42400.18,6057.168571428571,9546.97,0.0,7,1974-12-06,2014-03-07,18382.0,4046.0
918401022668,65347.53,6534.753,9864.08,1952.92,10,2004-01-20,2023-02-25,7745.0,769.0
918409329326,29419.06,4202.722857142858,9359.35,660.91,7,1980-12-04,2011-04-27,16192.0,5091.0
918410638666,22830.21,4566.0419999999995,8708.6,1223.13,5,1972-08-24,2020-12-26,19216.0,1560.0
918412985084,24963.04,3566.1485714285714,6669.0,698.96,7,1970-04-28,2023-06-27,20065.0,647.0
918414975110,24465.09,6116.2725,9967.78,0.0,4,1970-04-02,2005-05-26,20091.0,7253.0
918417377633,37514.14,5359.162857142857,9848.29,2192.86,7,1971-12-09,2010-07-24,19475.0,5368.0
918420256439,24433.45,4072.241666666667,8136.42,207.43,6,1973-05-05,2018-02-21,18962.0,2599.0
918422230882,12328.53,4109.51,9816.86,398.09,3,1981-10-11,2002-07-18,15881.0,8296.0
918426709025,17185.03,5728.343333333333,9698.2,430.23,3,1993-06-29,2001-06-11,11602.0,8698.0
918429027360,41505.42,4150.5419999999995,8404.28,1902.3,10,1973-12-21,2021-02-03,18732.0,1521.0
918429450217,47576.58,4757.658,9758.17,271.47,10,1970-08-31,2008-10-17,19940.0,6013.0
918445569788,17473.309999999998,3494.6619999999994,8493.09,0.0,5,1976-05-04,2023-03-11,17867.0,755.0
918449932632,40828.25,5103.53125,8317.38,1069.82,8,1973-07-11,2023-01-29,18895.0,796.0
918456903534,38009.14,4751.1425,7708.32,1152.61,8,1970-05-09,2009-06-26,20054.0,5761.0
918459880594,20054.42,3342.403333333333,7117.0,0.0,6,1990-03-06,2018-10-03,12813.0,2375.0
918468798461,39724.509999999995,4965.563749999999,9864.58,412.38,8,1975-05-13,2023-03-02,18224.0,764.0
918469444227,12105.09,4035.03,8274.91,0.0,3,1971-04-13,1996-11-05,19715.0,10377.0
918473382684,20449.579999999998,4089.9159999999997,8773.71,0.0,5,1987-09-14,2020-10-04,13717.0,1643.0
918476700066,45337.26,5037.473333333333,9382.78,2216.02,9,1973-04-20,2024-08-31,18977.0,216.0
918478286982,23765.93,3960.9883333333332,6928.38,314.53,6,1978-11-03,2021-09-27,16954.0,1285.0
918480235438,6572.73,2190.91,4744.23,0.0,3,1986-09-25,2010-03-13,14071.0,5501.0
918481146933,46160.119999999995,6594.302857142857,9409.51,2975.58,7,1970-01-11,2017-06-22,20172.0,2843.0
918482206102,26307.21,5261.442,7254.83,851.32,5,1980-12-29,2006-09-22,16167.0,6769.0
918484528348,43647.71,4364.771,9063.98,1366.62,10,1992-10-18,2021-06-14,11856.0,1390.0
918488796494,29025.35,3225.038888888889,8223.49,0.0,9,1970-03-01,1998-02-14,20123.0,9911.0
918490751945,22538.64,4507.728,8428.44,1248.37,5,1977-12-17,2012-07-15,17275.0,4646.0
918492495810,53305.24,5330.523999999999,9770.88,314.87,10,1990-03-14,2024-09-06,12805.0,210.0
918497762234,36264.93,3626.493,9223.19,553.83,10,1976-06-03,2019-09-29,17837.0,2014.0
918499200634,39261.9,4362.433333333333,9800.91,0.0,9,1970-03-17,2020-12-22,20107.0,1564.0
918508201018,19503.65,4875.9125,7792.8,0.0,4,1990-08-15,2024-09-06,12651.0,210.0
918511301900,7712.53,2570.8433333333332,4819.92,1043.34,3,2006-02-04,2006-02-04,6999.0,6999.0
918513971584,52062.12,5784.68,9327.14,3198.79,9,1974-03-19,2022-01-04,18644.0,1186.0
918515167269,8743.37,2914.456666666667,5253.39,786.44,3,1974-12-31,1986-08-08,18357.0,14119.0
918518848328,13375.34,3343.835,6935.46,730.54,4,1994-11-25,2015-12-11,11088.0,3402.0
918521300895,57597.76,6399.751111111112,9381.03,1572.85,9,1972-12-04,2020-10-02,19114.0,1645.0
918524521602,9202.81,2300.7025,4471.37,493.13,4,1973-12-18,2004-05-23,18735.0,7621.0
918527696207,38348.69,4793.58625,9414.44,382.88,8,1974-09-25,2024-05-08,18454.0,331.0
918527974623,24990.44,4165.073333333333,9051.88,0.0,6,1977-12-06,2015-07-23,17286.0,3543.0
918530876844,29707.519999999997,4243.931428571428,8679.8,1444.22,7,1988-03-16,2018-10-27,13533.0,2351.0
918532315957,39762.81,5680.401428571428,8764.16,1794.43,7,1970-06-15,2012-12-11,20017.0,4497.0
918547492192,21410.19,5352.5475,8451.15,2463.16,4,1982-10-04,1996-10-15,15523.0,10398.0
918558119733,56802.46,5680.246,9545.17,2385.66,10,1970-06-26,2019-03-12,20006.0,2215.0
918568106346,38175.27,4241.696666666667,9594.71,1192.86,9,1973-05-23,2025-01-19,18944.0,75.0
918587283948,34137.24,5689.54,9838.6,1182.97,6,1974-08-18,2015-06-01,18492.0,3595.0
918587822801,33179.68,4739.954285714286,9848.01,603.5,7,1970-12-14,2003-10-28,19835.0,7829.0
918588933132,37849.38,5407.0542857142855,9291.07,1907.92,7,1972-03-05,2016-01-14,19388.0,3368.0
918590772665,47025.14,5878.1425,9684.29,0.0,8,1983-02-14,2021-12-21,15390.0,1200.0
918592930364,30052.410000000003,5008.735000000001,9764.28,476.77,6,1972-12-10,2021-08-27,19108.0,1316.0
918605446007,41712.25,6952.041666666667,8558.69,4428.88,6,1970-05-26,2011-03-10,20037.0,5139.0
918607371597,7196.22,1199.3700000000001,3958.52,0.0,6,1976-09-01,2016-01-30,17747.0,3352.0
918609505739,33117.9,4731.128571428571,9469.03,326.07,7,1986-06-21,2021-05-15,14167.0,1420.0
918609592494,13782.02,2756.404,6390.42,0.0,5,1983-01-24,2022-07-18,15411.0,991.0
918615613239,38124.32,3812.432,8502.85,182.93,10,1970-09-07,2007-04-14,19933.0,6565.0
918620258967,25119.56,5023.912,8692.34,2478.36,5,1994-06-30,2006-09-08,11236.0,6783.0
918625862062,37407.99,4675.99875,9744.0,0.0,8,1971-09-15,2024-05-12,19560.0,327.0
918626278260,37734.54,6289.09,8184.34,2769.0,6,1978-07-19,2008-07-07,17061.0,6115.0
918631321682,16967.72,4241.93,6731.35,2217.99,4,2003-08-17,2008-04-17,7901.0,6196.0
918632445649,15565.3,5188.433333333333,8354.39,0.0,3,1998-03-08,2009-11-09,9889.0,5625.0
918633107545,30759.010000000002,4394.144285714286,8444.92,725.01,7,1970-11-12,2022-05-01,19867.0,1069.0
918641863774,41896.770000000004,6982.795000000001,9959.04,2749.19,6,1976-04-01,2022-05-18,17900.0,1052.0
918644019132,37886.12,5412.302857142858,8218.19,1829.16,7,1974-03-20,2022-12-06,18643.0,850.0
918646026315,39984.409999999996,4442.7122222222215,7841.92,303.19,9,1987-01-11,2013-07-24,13963.0,4272.0
918652992543,25427.08,4237.846666666667,9046.42,1376.21,6,2003-03-05,2022-07-06,8066.0,1003.0
918653582116,23140.69,2892.58625,6588.67,233.25,8,1978-06-12,2024-01-31,17098.0,429.0
918660345628,14895.18,2482.53,7082.07,0.0,6,1997-09-24,2023-05-29,10054.0,676.0
918660800029,13285.869999999999,3321.4674999999997,9417.74,551.9,4,1970-04-28,2022-04-30,20065.0,1070.0
918660933507,46362.3,5795.2875,9799.86,1824.3,8,1975-02-26,1993-07-21,18300.0,11580.0
918665691647,27398.4,5479.68,7750.88,1236.59,5,1974-11-05,2001-04-27,18413.0,8743.0
918667740351,39653.74,6608.956666666666,9599.04,3805.04,6,1992-12-10,2016-05-26,11803.0,3235.0
918668616333,9268.6,3089.5333333333333,5641.13,282.23,3,1980-02-01,2002-09-08,16499.0,8244.0
918672573305,27143.65,3877.664285714286,9846.78,0.0,7,1981-03-12,2024-03-14,16094.0,386.0
918674192109,58207.67,5820.767,9170.35,3138.52,10,1971-05-26,2017-09-17,19672.0,2756.0
918676013419,20773.33,5193.3325,9648.12,1538.4,4,1973-09-17,1987-07-03,18827.0,13790.0
918676802207,44362.11,5545.26375,9386.25,118.96,8,1972-05-05,2001-01-04,19327.0,8856.0
918682300615,17778.059999999998,5926.0199999999995,9447.46,4118.02,3,2007-05-27,2010-08-17,6522.0,5344.0
918684603688,23014.36,3835.726666666667,9180.31,885.57,6,1981-12-15,1997-11-02,15816.0,10015.0
918684745185,33161.99,3684.6655555555553,9077.5,104.04,9,1970-12-03,2018-10-15,19846.0,2363.0
918686949912,47019.32,5224.368888888889,9939.42,0.0,9,1974-05-25,2021-05-10,18577.0,1425.0
918698305085,49139.090000000004,5459.898888888889,8959.67,122.91,9,1971-04-27,2023-09-03,19701.0,579.0
918699690577,7828.5199999999995,2609.5066666666667,4784.19,1461.06,3,1979-06-28,1995-11-02,16717.0,10746.0
918706762540,13930.390000000001,3482.5975000000003,9029.08,143.64,4,1985-12-04,2024-04-14,14366.0,355.0
918719747078,35183.33,3518.333,8215.48,0.0,10,1986-10-26,2018-04-16,14040.0,2545.0
918721554031,24038.96,3434.137142857143,6099.9,0.0,7,1977-08-21,2014-12-21,17393.0,3757.0
918727210979,38557.04,4819.63,8627.2,797.06,8,1970-03-15,2024-08-12,20109.0,235.0
918730243887,21601.88,5400.47,8365.24,0.0,4,,,,
918739779525,27177.92,5435.584,9316.66,2570.35,5,1999-08-26,2015-04-27,9353.0,3630.0
918740542751,37602.62,6267.1033333333335,9596.66,1199.68,6,1970-07-15,2024-01-15,19987.0,445.0
918742548209,20094.59,6698.196666666667,9684.22,3438.06,3,1976-05-27,2022-01-07,17844.0,1183.0
918750835809,31107.190000000002,4443.884285714286,8577.08,1348.06,7,1970-04-30,2024-10-04,20063.0,182.0
918754415831,40901.85,4090.185,9899.2,0.0,10,1985-08-22,2019-12-26,14470.0,1926.0
918754811152,25187.49,6296.8725,9784.78,4743.67,4,1976-08-21,2005-07-16,17758.0,7202.0
918755022797,58762.46,5876.246,9993.4,0.0,10,1974-03-20,2022-09-04,18643.0,943.0
918755143093,38301.69,6383.615000000001,9232.38,3671.61,6,1984-06-15,2023-05-21,14903.0,684.0
918756056675,23755.64,3959.273333333333,9272.93,0.0,6,1971-09-25,2018-04-22,19550.0,2539.0
918767405445,18253.47,4563.3675,9444.22,1375.75,4,2013-11-30,2023-04-25,4143.0,710.0
918768624284,42806.67,5350.83375,7551.05,1260.93,8,1975-12-13,2024-12-12,18010.0,113.0
918769510048,68604.49,6860.4490000000005,9750.26,0.0,10,1977-03-31,2008-10-02,17536.0,6028.0
918770387920,20695.84,2956.5485714285714,6220.73,0.0,7,1971-03-20,2012-06-01,19739.0,4690.0
918774131811,28222.41,9407.47,9640.35,9210.23,3,2000-06-01,2000-06-01,9073.0,9073.0
918780475472,33309.97,4163.74625,7011.84,0.0,8,1970-11-26,2018-02-19,19853.0,2601.0
918781559918,29776.010000000002,3308.445555555556,6237.79,188.63,9,1975-03-24,2007-02-22,18274.0,6616.0
918794049663,29854.510000000002,3731.8137500000003,8917.96,0.0,8,1972-04-23,2002-10-14,19339.0,8208.0
918800940984,29360.629999999997,3670.0787499999997,8253.98,1004.83,8,1972-07-13,2024-08-23,19258.0,224.0
918806569935,21234.71,4246.942,6372.27,2424.58,5,1979-05-05,1993-08-25,16771.0,11545.0
918807773530,36918.03,3691.803,8726.57,0.0,10,1972-06-02,2024-11-01,19299.0,154.0
918812291645,20615.91,3435.985,7836.88,862.53,6,1976-10-01,2021-07-12,17717.0,1362.0
918812868150,34838.7,4976.957142857143,9287.06,0.0,7,1972-04-09,2024-12-12,19353.0,113.0
918814924004,16907.01,3381.4019999999996,9343.39,0.0,5,1975-01-20,1992-06-29,18337.0,11967.0
918815287619,23251.64,5812.91,9562.26,1426.88,4,1989-05-21,2022-08-29,13102.0,949.0
918819921250,21429.12,5357.28,6470.71,3461.17,4,1974-08-16,2022-11-21,18494.0,865.0
918822241896,35172.590000000004,3908.065555555556,9205.79,371.61,9,1976-09-03,2004-04-19,17745.0,7655.0
918831604672,31099.87,3455.541111111111,8619.26,752.4,9,1978-06-28,2011-06-24,17082.0,5033.0
918839145425,45223.36,6460.4800000000005,9671.66,3075.29,7,1991-05-21,2013-05-17,12372.0,4340.0
918841212515,25620.06,5124.012000000001,8174.02,428.45,5,1986-09-26,2014-03-03,14070.0,4050.0
918842036826,61808.909999999996,6180.891,9855.05,773.53,10,1980-04-07,2024-08-06,16433.0,241.0
918843867732,23541.47,5885.3675,9475.0,1831.26,4,1975-08-07,2010-08-28,18138.0,5333.0
918844242456,7063.92,2354.64,5079.84,413.65,3,1985-01-06,2019-04-27,14698.0,2169.0
918844794993,32378.82,8094.705,9457.16,6379.95,4,1998-02-05,2005-08-19,9920.0,7168.0
918845774616,35219.659999999996,3913.295555555555,9162.22,345.89,9,1974-12-04,2014-06-24,18384.0,3937.0
918850192297,43357.770000000004,7226.295000000001,9036.45,4307.11,6,1970-03-29,2016-09-11,20095.0,3127.0
918850521812,46259.62,7709.936666666667,9740.85,5048.45,6,1980-01-23,2000-07-12,16508.0,9032.0
918851230518,46041.17,6577.3099999999995,9223.15,2654.82,7,1974-12-27,2015-06-24,18361.0,3572.0
918852879124,37421.229999999996,5345.889999999999,9689.32,0.0,7,1973-06-25,2018-06-27,18911.0,2473.0
918855850145,53810.35,5978.927777777778,9724.05,0.0,9,1978-08-17,2011-03-29,17032.0,5120.0
918873068834,31588.98,4512.711428571429,7213.92,0.0,7,1984-06-14,2013-07-25,14904.0,4271.0
918877733629,24610.91,6152.7275,9966.21,1723.47,4,1975-03-12,2015-10-22,18286.0,3452.0
918879067453,35202.979999999996,7040.596,9960.18,3905.37,5,2006-12-30,2024-02-13,6670.0,416.0
918880640679,16968.63,4242.1575,8397.67,737.23,4,1997-08-10,2019-08-24,10099.0,2050.0
918881828165,11282.56,3760.853333333333,5678.11,0.0,3,2012-07-29,2014-07-18,4632.0,3913.0
918883394191,17700.4,5900.133333333334,8782.17,2070.92,3,2024-03-10,2024-03-10,390.0,390.0
918884873529,42964.95,5370.61875,8653.4,131.73,8,1970-11-23,2017-10-15,19856.0,2728.0
918887427412,33961.49,5660.248333333333,9632.99,974.7,6,1972-09-22,1996-11-19,19187.0,10363.0
918889775885,39080.72,3908.072,6927.48,0.0,10,1974-10-16,2024-11-07,18433.0,148.0
918894673596,27561.53,3937.3614285714284,8050.39,559.17,7,1994-06-25,2021-08-12,11241.0,1331.0
918895853722,28706.14,4784.356666666667,8252.31,1385.5,6,1975-06-09,2024-11-08,18197.0,147.0
918904956613,27952.47,3494.05875,5162.53,345.08,8,1970-04-05,2018-08-13,20088.0,2426.0
918908291293,18494.35,3082.3916666666664,7532.43,0.0,6,1989-06-17,2024-07-12,13075.0,266.0
918908934292,29148.03,4858.005,9682.66,1655.73,6,1973-12-31,2014-02-26,18722.0,4055.0
918909990149,30797.65,5132.941666666667,7615.8,3987.69,6,1979-05-09,2025-03-02,16767.0,33.0
918916892179,20997.67,6999.223333333332,9664.9,2568.22,3,2002-10-31,2011-06-17,8191.0,5040.0
918917568337,50570.54,6321.3175,9940.42,2369.52,8,1982-07-03,2024-09-03,15616.0,213.0
918921045865,33119.79,4731.398571428572,8053.32,609.76,7,1973-11-16,2022-09-11,18767.0,936.0
918921845810,12085.92,4028.64,6827.51,1215.42,3,1994-05-19,2018-02-23,11278.0,2597.0
918925697292,38606.53,5515.2185714285715,9219.64,0.0,7,1977-06-02,1999-09-19,17473.0,9329.0
918931997465,18187.27,4546.8175,7908.13,270.62,4,2002-10-30,2020-11-15,8192.0,1601.0
918932304514,19055.35,3811.0699999999997,6280.68,1467.7,5,1989-08-21,2017-04-08,13010.0,2918.0
918945486396,20830.75,5207.6875,8006.22,997.67,4,1990-08-18,2021-04-23,12648.0,1442.0
918947572742,49261.37,6157.67125,7938.32,3734.25,8,1977-07-04,2018-01-12,17441.0,2639.0
918949873860,35970.92,5138.702857142857,9032.26,1108.52,7,1988-02-25,2022-01-21,13553.0,1169.0
918957849462,35873.59,3985.954444444444,9167.42,613.09,9,1974-01-25,2024-04-30,18697.0,339.0
918961852565,6238.219999999999,1559.5549999999998,4392.28,0.0,4,1985-02-27,2006-08-25,14646.0,6797.0
918978819212,23070.41,3845.068333333333,6651.61,412.29,6,1979-04-28,2020-02-28,16778.0,1862.0
918980712298,37815.38,4201.708888888888,8778.69,143.88,9,1973-07-17,2024-05-25,18889.0,314.0
918982047218,33822.27,3758.0299999999997,9312.66,252.13,9,1974-08-01,2008-11-07,18509.0,5992.0
918985827033,9930.25,3310.0833333333335,7337.4,959.17,3,1977-11-10,2023-03-22,17312.0,744.0
918988918316,27429.61,3918.5157142857142,8086.72,0.0,7,1988-03-03,2016-02-19,13546.0,3332.0
918989849148,36988.96,4109.884444444444,6425.76,880.9,9,1975-04-01,2022-08-26,18266.0,952.0
918993068140,27498.04,3928.2914285714287,9059.41,0.0,7,1974-12-13,2024-08-16,18375.0,231.0
918994607170,39380.19,4375.576666666667,9451.77,0.0,9,1971-11-03,2014-06-20,19511.0,3941.0
918995384868,38018.57,3801.857,8968.73,149.32,10,1976-04-11,2015-12-08,17890.0,3405.0
918998961044,41098.97,4109.897,8154.87,1301.57,10,1981-11-19,2021-01-28,15842.0,1527.0
918999948589,50996.869999999995,6374.608749999999,9971.96,1833.7,8,1976-06-05,2011-12-07,17835.0,4867.0
919008714405,60647.5,6064.75,9978.03,0.0,10,1973-06-02,2022-01-25,18934.0,1165.0
919008885753,27195.300000000003,3399.4125000000004,7933.87,0.0,8,1980-09-15,2005-12-05,16272.0,7060.0
919011966884,35371.21,5053.03,9830.05,0.0,7,1970-09-26,2008-06-20,19914.0,6132.0
919012895123,47019.94,4701.994000000001,9941.47,0.0,10,1978-08-21,2024-12-14,17028.0,111.0
919020591489,27735.69,4622.615,8262.64,1223.83,6,1975-10-18,2024-06-21,18066.0,287.0
919025824435,40284.590000000004,5754.941428571429,8874.01,1106.62,7,1977-09-29,2025-01-14,17354.0,80.0
919026113008,30003.87,5000.6449999999995,5991.12,3660.01,6,1978-02-04,1996-03-13,17226.0,10614.0
919026816435,4596.12,1149.03,2370.69,103.0,4,1977-12-16,2019-01-07,17276.0,2279.0
919027526473,45974.33,4597.433,8517.52,0.0,10,1978-10-05,2023-02-01,16983.0,793.0
919031281545,28543.64,4757.2733333333335,9477.01,223.6,6,1974-10-05,2022-12-24,18444.0,832.0
919037270171,32716.64,4673.805714285714,9617.0,0.0,7,1980-10-26,2008-01-18,16231.0,6286.0
919044014286,31873.53,3984.19125,9645.66,0.0,8,1973-06-23,2020-02-22,18913.0,1868.0
919046713215,20140.06,6713.3533333333335,9306.2,2725.61,3,1981-04-13,2023-12-02,16062.0,489.0
919051129498,45908.86,4590.886,9707.09,876.14,10,1971-07-02,2010-10-22,19635.0,5278.0
919054124492,36561.94,3656.1940000000004,7441.64,462.54,10,1970-11-05,2020-09-06,19874.0,1671.0
919058672970,27626.170000000002,5525.234,9701.36,817.25,5,1978-02-19,2023-08-26,17211.0,587.0
919067919621,7597.860000000001,2532.6200000000003,5814.76,890.76,3,1978-12-21,2021-05-20,16906.0,1415.0
919070964768,23545.21,4709.0419999999995,9553.78,283.75,5,1978-08-19,1999-02-07,17030.0,9553.0
919071916904,49193.86,5465.984444444444,8585.32,2443.22,9,1976-06-04,2024-12-12,17836.0,113.0
919075280817,11985.6,2996.4,5777.87,0.0,4,2014-10-16,2024-09-24,3823.0,192.0
919078022953,57930.12,6436.68,9529.53,204.67,9,1977-05-27,2023-06-08,17479.0,666.0
919078580665,35199.83,3911.0922222222225,9151.18,0.0,9,1980-01-05,2020-12-26,16526.0,1560.0
919085540042,33854.91,4836.415714285715,6853.15,785.02,7,1978-01-13,2011-01-13,17248.0,5195.0
919091320992,36285.229999999996,4535.6537499999995,9249.73,0.0,8,1986-11-13,2023-08-25,14022.0,588.0
919096932037,25659.78,5131.956,7350.98,1510.76,5,1975-01-07,2012-08-20,18350.0,4610.0
919099072719,39203.4,5600.4857142857145,8945.69,3235.07,7,1981-06-17,2024-12-12,15997.0,113.0
919100940360,4751.360000000001,1583.7866666666669,3084.67,0.0,3,1979-04-21,2021-03-11,16785.0,1485.0
919102821948,22106.54,7368.846666666667,9171.29,4687.33,3,1978-04-04,2018-12-11,17167.0,2306.0
919110487082,61838.17,6183.817,8654.41,1867.49,10,1973-01-02,2017-09-27,19085.0,2746.0
919111406814,44306.18,5538.2725,8834.4,920.75,8,1989-09-01,2020-08-27,12999.0,1681.0
919121644055,14043.77,4681.256666666667,9005.22,0.0,3,1978-04-22,1980-11-28,17149.0,16198.0
919123357626,11023.23,3674.41,5793.03,1703.9,3,1971-08-10,2017-05-24,19596.0,2872.0
919123449625,56769.92,7096.24,9792.0,1620.29,8,1970-02-14,2015-08-12,20138.0,3523.0
919135973483,39859.18,3985.918,9853.31,117.76,10,1985-06-01,2018-07-16,14552.0,2454.0
919140133190,40354.71,4483.856666666667,9089.66,0.0,9,1973-05-26,2005-08-27,18941.0,7160.0
919146426435,12727.43,4242.4766666666665,6627.06,1355.66,3,1994-03-19,2009-05-28,11339.0,5790.0
919147935449,24939.719999999998,2493.9719999999998,6768.5,0.0,10,1971-06-06,2024-06-16,19661.0,292.0
919148094176,16563.11,4140.7775,5556.91,1090.04,4,1985-07-31,2001-12-26,14492.0,8500.0
919150801944,24875.77,4145.961666666667,9019.54,255.16,6,1971-03-18,2014-10-31,19741.0,3808.0
919155229266,22832.79,7610.93,8668.1,6598.74,3,1988-01-01,1988-01-01,13608.0,13608.0
919163749761,40630.33,4514.481111111111,9159.73,0.0,9,1970-02-03,2014-06-12,20149.0,3949.0
919168023631,25973.09,3710.441428571429,7356.96,1571.47,7,1970-05-22,2020-04-30,20041.0,1800.0
919170137258,40921.05,5845.864285714286,9938.26,1198.37,7,1979-05-07,2018-10-12,16769.0,2366.0
919177486462,27994.19,4665.698333333333,9929.11,178.17,6,1971-02-14,2017-10-27,19773.0,2716.0
919178659381,63089.61,7009.956666666667,9879.76,491.35,9,1978-08-26,2022-08-28,17023.0,950.0
919182437887,45169.380000000005,5018.820000000001,9680.11,717.36,9,1971-10-04,2020-04-01,19541.0,1829.0
