name,age,income,mobile,gender
Jeet Vasa,69.0,2828178.95,+916769945233,Male
Hemani Bakshi,37.0,1036205.5,+919619998445,Female
Wriddhish Talwar,57.0,1966983.65,+919822997184,Other
Yashica Cherian,51.0,1436735.5,+917064746525,Male
Hiral Sathe,25.0,1141585.22,+919631471321,Female
Aditya Misra,20.0,2316011.77,+917895655026,Other
Adya Bose,25.0,2318208.82,+918414975110,Female
Omaja Grover,54.0,469795.06,+919559557470,Other
Banjeet Balasubramanian,35.0,1576345.7,+918120834317,Female
Veda Shroff,25.0,1465126.5,+916504513251,Other
Bhavna Dugar,,781480.37,+919346285771,Male
Lucky Luthra,58.0,878999.15,+918296662600,Other
Gaurang Sarkar,48.0,1473660.15,+917461115950,Other
Devansh Rajan,69.0,1026415.26,+916248786714,Male
Brinda Date,42.0,1916174.55,+917034356087,Female
Ishaan Shenoy,58.0,1818289.36,+919058672970,Female
Nilima Tata,26.0,271626.32,+916336590217,Other
Veda Bose,49.0,587731.31,+917549748436,Male
Oeshi Bera,26.0,2575520.25,+918010133918,Female
Frado Mander,56.0,2445754.7,+919419769846,Other
Yashodhara Agate,61.0,864098.87,+919605117440,Male
Teerth Srinivas,37.0,1082807.63,+918375509447,Female
Jhalak Parmer,28.0,2478140.03,+919441382168,Other
Shivani Shukla,57.0,2751341.65,+918831604672,Female
Dhriti Sane,39.0,928667.33,+919433149532,Female
Lajita Nadig,66.0,1910838.82,+918894673596,Male
Umang Yogi,37.0,1327355.67,+919740268586,Male
Andrew Patil,33.0,945168.23,+917282044148,Male
Tarak Kaul,41.0,821967.51,+916350492684,Female
Nisha Srinivas,70.0,549004.76,+918313346852,Male
Daksha Baria,61.0,1008849.52,+916371537098,Female
Zansi Lad,63.0,2249933.15,+918377614706,Other
Bhanumati Krishnan,44.0,1580185.59,+918626278260,Female
Abha Raghavan,63.0,955747.36,+919691982799,Female
Bhavya Borah,26.0,1006240.56,+918590772665,Other
Aarush Lall,63.0,1038391.43,+918884873529,Other
