name,age,income,mobile,gender,date,amount,store
Sanya Wable,26.0,2664121.13,917296502486,Male,1983-03-22,,Big Bazaar
Sanya Wable,26.0,2664121.13,917296502486,Male,1976-03-09,859.86,Spencer's
Sanya Wable,26.0,2664121.13,917296502486,Male,1983-02-09,493.14,Spencer's
Sanya Wable,26.0,2664121.13,917296502486,Male,1977-08-26,355.03,DMart
Lipika Chad,22.0,1709081.84,919857413933,Male,2003-03-25,851.93,Reliance Fresh
Lipika Chad,22.0,1709081.84,919857413933,Male,2025-03-02,4661.76,DMart
Lipika Chad,22.0,1709081.84,919857413933,Male,04-11-1972,6956.47,DMart
Daniel Panchal,37.0,626007.53,919538382315,Male,,596.01,Reliance Fresh
Daniel Panchal,37.0,626007.53,919538382315,Male,09-11-1991,2577.34,Reliance Fresh
Daniel Panchal,37.0,626007.53,919538382315,Male,2014-02-17,1164.22,Big Bazaar
Mohini Sagar,30.0,965416.05,919702856787,Male,1996-10-10,721.0,DMart
Mohini Sagar,30.0,965416.05,919702856787,Male,2022-12-15,6553.35,More
Mohini Sagar,30.0,965416.05,919702856787,Male,1994-08-15,1003.39,Big Bazaar
Mohini Sagar,30.0,965416.05,919702856787,Male,1987-04-19,7280.24,More
Mohini Sagar,30.0,965416.05,919702856787,Male,1971-04-18,8109.99,Spencer's
Mohini Sagar,30.0,965416.05,919702856787,Male,2015-02-02,3407.25,Big Bazaar
Mitesh Gaba,23.0,1137136.02,917899990924,Other,2003-11-19,1744.96,Big Bazaar
Mitesh Gaba,23.0,1137136.02,917899990924,Other,2023-03-03,2082.73,DMart
Mitesh Gaba,23.0,1137136.02,917899990924,Other,1977-04-10,6186.9,More
Mitesh Gaba,23.0,1137136.02,917899990924,Other,1981-03-27,3230.81,DMart
Mitesh Gaba,23.0,1137136.02,917899990924,Other,2016-03-05,,DMart
Harini Tripathi,23.0,1380848.08,919197985262,Other,1999-04-18,5541.69,More
Harini Tripathi,23.0,1380848.08,919197985262,Other,2017-07-19,2757.94,Spencer's
Harini Tripathi,23.0,1380848.08,919197985262,Other,2023-09-08,1332.08,Spencer's
Harini Tripathi,23.0,1380848.08,919197985262,Other,1975-04-28,7866.97,Reliance Fresh
Harini Tripathi,23.0,1380848.08,919197985262,Other,1978-01-23,8932.3,Reliance Fresh
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,2009-04-21,,DMart
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,1974-10-26,3414.75,Spencer's
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,1973-08-10,111.61,Reliance Fresh
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,2000-09-28,9369.8,Big Bazaar
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,1983-04-16,3864.91,DMart
Zaitra Ghosh,25.0,2091346.93,917039116218,Female,2000-09-06,8295.27,More
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,1975-06-02,1299.23,Big Bazaar
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,03-07-2023,5919.71,DMart
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,1997-03-28,2555.16,More
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,2012-10-05,7852.3,Big Bazaar
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,2018-11-16,8589.34,Big Bazaar
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,2013-10-04,5025.4,DMart
Vasudha Sodhi,67.0,1721305.4,919717261214,Male,2015-01-30,3275.71,Big Bazaar
Daksh Memon,36.0,1085148.71,916033199694,Female,1997-05-22,8791.06,Big Bazaar
Daksh Memon,36.0,1085148.71,916033199694,Female,06-08-2007,885.75,Big Bazaar
Daksh Memon,36.0,1085148.71,916033199694,Female,2020-04-06,4204.52,DMart
Daksh Memon,36.0,1085148.71,916033199694,Female,1971-05-31,329.27,Reliance Fresh
Hamsini Contractor,39.0,2084858.5,916224908174,Other,2011-09-09,7487.65,Spencer's
Hamsini Contractor,39.0,2084858.5,916224908174,Other,2012-02-13,8264.34,
Hamsini Contractor,39.0,2084858.5,916224908174,Other,,3605.78,DMart
Hamsini Contractor,39.0,2084858.5,916224908174,Other,2008-09-30,1906.83,Reliance Fresh
Hamsini Contractor,39.0,2084858.5,916224908174,Other,1988-03-07,7973.15,Big Bazaar
Hamsini Contractor,39.0,2084858.5,916224908174,Other,1971-07-01,2925.49,Big Bazaar
Hamsini Contractor,39.0,2084858.5,916224908174,Other,1970-02-26,4995.07,Big Bazaar
Manthan Khosla,57.0,1994743.44,918142723159,Female,1998-06-17,9450.56,Reliance Fresh
Manthan Khosla,57.0,1994743.44,918142723159,Female,2012-10-21,827.25,Reliance Fresh
Manthan Khosla,57.0,1994743.44,918142723159,Female,1996-05-21,1167.65,Spencer's
Manthan Khosla,57.0,1994743.44,918142723159,Female,1986-12-10,9311.78,Reliance Fresh
Manthan Khosla,57.0,1994743.44,918142723159,Female,24-08-1972,6732.91,Big Bazaar
Manthan Khosla,57.0,1994743.44,918142723159,Female,1991-08-05,8761.61,Spencer's
Manthan Khosla,57.0,1994743.44,918142723159,Female,2021-03-28,3688.2,More
Manthan Khosla,57.0,1994743.44,918142723159,Female,1971-05-07,3709.1,Spencer's
Pushti Mody,57.0,864286.38,919245179885,Other,2004-01-07,3393.74,Reliance Fresh
Pushti Mody,57.0,864286.38,919245179885,Other,1975-01-03,3307.54,More
Pushti Mody,57.0,864286.38,919245179885,Other,,4384.16,Reliance Fresh
Pushti Mody,57.0,864286.38,919245179885,Other,1989-10-21,6392.4,More
Pushti Mody,57.0,864286.38,919245179885,Other,1970-12-08,7244.83,Big Bazaar
Pushti Mody,57.0,864286.38,919245179885,Other,1992-03-04,3394.77,DMart
Pushti Mody,57.0,864286.38,919245179885,Other,,3037.03,DMart
Pushti Mody,57.0,864286.38,919245179885,Other,2002-07-23,3767.59,Reliance Fresh
Yashasvi Jain,60.0,297593.73,918686949912,Female,2015-11-22,4085.19,Reliance Fresh
Yashasvi Jain,60.0,297593.73,918686949912,Female,2005-11-10,4120.26,Spencer's
Yashasvi Jain,60.0,297593.73,918686949912,Female,1993-10-14,8473.75,Big Bazaar
Yashasvi Jain,60.0,297593.73,918686949912,Female,2015-07-12,,More
Yashasvi Jain,60.0,297593.73,918686949912,Female,1995-03-22,1527.04,Spencer's
Yashasvi Jain,60.0,297593.73,918686949912,Female,14-02-2012,6892.7,Reliance Fresh
Yashasvi Jain,60.0,297593.73,918686949912,Female,1979-04-05,2178.64,DMart
Yashasvi Jain,60.0,297593.73,918686949912,Female,1979-08-17,408.29,Spencer's
Yashasvi Jain,60.0,297593.73,918686949912,Female,1989-02-27,8978.82,More
Nisha Savant,40.0,2041575.34,918754811152,Female,2011-01-31,2113.52,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,2002-08-08,2699.59,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,,7589.3,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,,7309.55,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,2014-04-08,3661.28,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,2005-11-24,5001.75,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,,688.98,Big Bazaar
Nisha Savant,40.0,2041575.34,918754811152,Female,2011-02-25,4277.91,Spencer's
Nisha Savant,40.0,2041575.34,918754811152,Female,2011-06-25,,More
Nisha Savant,40.0,2041575.34,918754811152,Female,1976-11-12,7568.62,Big Bazaar
Keya Seth,21.0,2012667.71,916084790270,Male,2020-05-24,9658.92,Reliance Fresh
Keya Seth,21.0,2012667.71,916084790270,Male,08-12-1995,8335.67,Spencer's
Keya Seth,21.0,2012667.71,916084790270,Male,2017-07-16,1847.77,Reliance Fresh
Keya Seth,21.0,2012667.71,916084790270,Male,1978-01-29,4931.17,Big Bazaar
Keya Seth,21.0,2012667.71,916084790270,Male,05-01-2021,9359.15,
Tanay Rattan,,275647.27,917432614422,Male,,5008.89,Reliance Fresh
Tanay Rattan,,275647.27,917432614422,Male,2018-06-05,1402.22,Spencer's
Tanay Rattan,,275647.27,917432614422,Male,1970-03-30,9498.08,Spencer's
Tanay Rattan,,275647.27,917432614422,Male,1970-07-05,6182.16,Reliance Fresh
Tanay Rattan,,275647.27,917432614422,Male,1987-06-16,9136.75,More
Tanay Rattan,,275647.27,917432614422,Male,,9918.59,
Tanay Rattan,,275647.27,917432614422,Male,14-11-1978,3988.99,DMart
Tanay Rattan,,275647.27,917432614422,Male,2006-11-17,9568.97,Spencer's
Tanay Rattan,,275647.27,917432614422,Male,2024-04-26,4517.4,Big Bazaar
Tanay Rattan,,275647.27,917432614422,Male,2008-09-09,8779.94,Spencer's
Gaurav Kata,19.0,982456.24,917180484299,Male,2000-06-02,4802.22,DMart
Gaurav Kata,19.0,982456.24,917180484299,Male,,1571.55,Spencer's
Gaurav Kata,19.0,982456.24,917180484299,Male,2017-10-19,3534.34,Reliance Fresh
Gaurav Kata,19.0,982456.24,917180484299,Male,2019-03-30,5990.26,More
Gaurav Kata,19.0,982456.24,917180484299,Male,,185.73,Big Bazaar
Gaurav Kata,19.0,982456.24,917180484299,Male,2018-06-22,784.64,More
Gaurav Kata,19.0,982456.24,917180484299,Male,25-12-2017,1341.76,DMart
Gaurav Kata,19.0,982456.24,917180484299,Male,,8156.32,Reliance Fresh
Gaurav Kata,19.0,982456.24,917180484299,Male,1977-06-16,1325.4,Spencer's
Jason Sha,24.0,2177492.78,918215813941,Male,1975-10-21,4889.17,Big Bazaar
Jason Sha,24.0,2177492.78,918215813941,Male,1995-08-26,4702.62,DMart
Jason Sha,24.0,2177492.78,918215813941,Male,1996-10-04,,Reliance Fresh
Jason Sha,24.0,2177492.78,918215813941,Male,1999-12-04,7388.72,More
Jason Sha,24.0,2177492.78,918215813941,Male,,4734.41,More
Jason Sha,24.0,2177492.78,918215813941,Male,1976-05-23,,Spencer's
Jason Sha,24.0,2177492.78,918215813941,Male,,5445.99,Spencer's
Noah Sibal,57.0,321656.37,919178659381,Male,15-10-1995,9850.65,Big Bazaar
Noah Sibal,57.0,321656.37,919178659381,Male,2002-07-06,,Spencer's
Noah Sibal,57.0,321656.37,919178659381,Male,2013-03-17,6601.25,More
Noah Sibal,57.0,321656.37,919178659381,Male,2008-12-03,5088.48,More
Noah Sibal,57.0,321656.37,919178659381,Male,1983-06-30,3791.44,Big Bazaar
Noah Sibal,57.0,321656.37,919178659381,Male,1998-07-12,8495.23,Big Bazaar
Noah Sibal,57.0,321656.37,919178659381,Male,1989-02-13,9051.94,Big Bazaar
Noah Sibal,57.0,321656.37,919178659381,Male,2015-02-16,9870.07,Reliance Fresh
Noah Sibal,57.0,321656.37,919178659381,Male,2021-03-10,528.59,Reliance Fresh
Noah Sibal,57.0,321656.37,919178659381,Male,1999-03-19,9752.39,More
Chanakya Batra,62.0,2809404.38,917419931729,Male,2023-12-26,9106.27,Big Bazaar
Chanakya Batra,62.0,2809404.38,917419931729,Male,1987-03-12,5809.67,Reliance Fresh
Chanakya Batra,62.0,2809404.38,917419931729,Male,1999-07-23,6045.12,More
Hardik Nayak,58.0,2706571.87,919551894263,Female,2010-09-06,8680.59,
Hardik Nayak,58.0,2706571.87,919551894263,Female,08-06-1972,5243.59,DMart
Hardik Nayak,58.0,2706571.87,919551894263,Female,2014-09-09,5562.09,DMart
Hardik Nayak,58.0,2706571.87,919551894263,Female,1981-04-21,203.59,Spencer's
Hardik Nayak,58.0,2706571.87,919551894263,Female,1996-04-30,,More
Hardik Nayak,58.0,2706571.87,919551894263,Female,1987-09-25,4670.87,Spencer's
Hardik Nayak,58.0,2706571.87,919551894263,Female,1971-07-28,6551.35,Spencer's
Liam Jhaveri,40.0,1039462.94,916441128454,Female,2007-10-14,,Spencer's
Liam Jhaveri,40.0,1039462.94,916441128454,Female,2003-02-25,3099.28,Big Bazaar
Liam Jhaveri,40.0,1039462.94,916441128454,Female,2020-07-30,2719.66,Reliance Fresh
Liam Jhaveri,40.0,1039462.94,916441128454,Female,1987-08-12,9808.15,Reliance Fresh
Liam Jhaveri,40.0,1039462.94,916441128454,Female,1987-07-25,6191.83,Spencer's
Liam Jhaveri,40.0,1039462.94,916441128454,Female,2008-11-13,5361.5,Reliance Fresh
Anjali Hans,70.0,397901.57,919716394243,Male,1981-09-08,8820.92,More
Anjali Hans,70.0,397901.57,919716394243,Male,1992-08-05,2692.15,Reliance Fresh
Anjali Hans,70.0,397901.57,919716394243,Male,1996-11-13,4799.16,Spencer's
Anjali Hans,70.0,397901.57,919716394243,Male,1970-08-17,4472.26,DMart
Unnati Chaudhari,23.0,275115.76,916994167107,Other,1997-08-22,8929.11,Big Bazaar
Unnati Chaudhari,23.0,275115.76,916994167107,Other,1990-06-18,572.91,Reliance Fresh
Unnati Chaudhari,23.0,275115.76,916994167107,Other,,4450.13,DMart
Unnati Chaudhari,23.0,275115.76,916994167107,Other,2010-07-25,5335.93,Spencer's
Unnati Chaudhari,23.0,275115.76,916994167107,Other,1985-03-27,9488.44,Big Bazaar
Unnati Chaudhari,23.0,275115.76,916994167107,Other,1971-11-28,,More
Pushti Murty,,836541.68,917194675791,Male,,3522.35,DMart
Pushti Murty,,836541.68,917194675791,Male,2010-08-07,9103.45,Reliance Fresh
Pushti Murty,,836541.68,917194675791,Male,2006-03-26,9080.75,DMart
Pushti Murty,,836541.68,917194675791,Male,,7034.45,
Diya Mukherjee,26.0,2012572.18,917493660313,Male,14-07-1990,3686.92,DMart
Diya Mukherjee,26.0,2012572.18,917493660313,Male,1987-12-30,8447.45,More
Diya Mukherjee,26.0,2012572.18,917493660313,Male,1974-05-17,1069.99,Reliance Fresh
Quincy Sur,55.0,2167996.53,918456903534,Male,2013-01-06,8656.13,Spencer's
Quincy Sur,55.0,2167996.53,918456903534,Male,2003-07-29,270.63,More
Quincy Sur,55.0,2167996.53,918456903534,Male,1997-07-25,5093.4,Big Bazaar
Dev Shetty,,1599192.19,916078299575,Female,03-04-1982,5574.8,DMart
Dev Shetty,,1599192.19,916078299575,Female,1994-05-31,8628.9,Spencer's
Dev Shetty,,1599192.19,916078299575,Female,2019-05-19,8033.71,Spencer's
Hritik Swaminathan,,872903.24,916069759864,Female,1981-05-01,7708.43,Big Bazaar
Hritik Swaminathan,,872903.24,916069759864,Female,1986-01-19,4907.2,
Hritik Swaminathan,,872903.24,916069759864,Female,28-12-2016,553.67,Reliance Fresh
Hritik Swaminathan,,872903.24,916069759864,Female,1998-02-16,7866.09,More
Hritik Swaminathan,,872903.24,916069759864,Female,2023-11-18,688.83,Big Bazaar
Hritik Swaminathan,,872903.24,916069759864,Female,2005-01-19,8609.74,More
Hritik Swaminathan,,872903.24,916069759864,Female,2005-10-27,,Spencer's
Jatin Rajagopalan,,2577832.78,919734111722,Male,2015-09-05,3530.11,More
Jatin Rajagopalan,,2577832.78,919734111722,Male,1970-04-17,9483.35,
Jatin Rajagopalan,,2577832.78,919734111722,Male,07-04-2018,5475.33,Big Bazaar
Azad Saini,43.0,1593840.22,918699690577,Other,2023-02-08,1872.68,More
Azad Saini,43.0,1593840.22,918699690577,Other,2020-05-16,2651.71,
Azad Saini,43.0,1593840.22,918699690577,Other,2021-03-23,7972.54,Reliance Fresh
Azad Saini,43.0,1593840.22,918699690577,Other,2011-07-11,6314.93,More
Azad Saini,43.0,1593840.22,918699690577,Other,2009-09-28,9260.81,Reliance Fresh
Azad Saini,43.0,1593840.22,918699690577,Other,1982-03-24,4004.14,Spencer's
Azad Saini,43.0,1593840.22,918699690577,Other,1976-06-21,3086.0,More
Azad Saini,43.0,1593840.22,918699690577,Other,1992-05-21,9342.34,Reliance Fresh
Onveer Nazareth,45.0,1987985.64,917422796478,Other,2011-04-20,8714.83,DMart
Onveer Nazareth,45.0,1987985.64,917422796478,Other,,3192.5,Spencer's
Onveer Nazareth,45.0,1987985.64,917422796478,Other,2013-08-16,7091.41,DMart
Onveer Nazareth,45.0,1987985.64,917422796478,Other,2014-05-29,7265.87,More
Onveer Nazareth,45.0,1987985.64,917422796478,Other,2011-11-18,2837.98,Big Bazaar
Onveer Nazareth,45.0,1987985.64,917422796478,Other,2002-08-30,8433.13,More
Onveer Nazareth,45.0,1987985.64,917422796478,Other,1995-07-21,8357.58,Spencer's
Onveer Nazareth,45.0,1987985.64,917422796478,Other,1990-03-07,9382.97,Spencer's
Logan Sood,66.0,2389219.49,919946081594,Male,2012-04-09,6812.82,Reliance Fresh
Logan Sood,66.0,2389219.49,919946081594,Male,1983-11-22,6894.94,Big Bazaar
Logan Sood,66.0,2389219.49,919946081594,Male,1990-10-06,7654.9,DMart
Warhi Batta,67.0,2639361.16,919147935449,Male,2024-01-04,4465.7,Reliance Fresh
Warhi Batta,67.0,2639361.16,919147935449,Male,1989-10-24,4792.16,Reliance Fresh
Warhi Batta,67.0,2639361.16,919147935449,Male,2017-02-28,6883.34,DMart
Warhi Batta,67.0,2639361.16,919147935449,Male,2024-11-24,4891.52,Big Bazaar
Simon Pant,37.0,2536806.38,918490751945,Other,1998-08-12,8348.64,Reliance Fresh
Simon Pant,37.0,2536806.38,918490751945,Other,2006-10-02,8043.54,Spencer's
Simon Pant,37.0,2536806.38,918490751945,Other,2006-03-17,2087.96,Reliance Fresh
Siya Thakur,45.0,154458.36,917515333350,Male,2007-09-02,2850.12,Spencer's
Siya Thakur,45.0,154458.36,917515333350,Male,2019-11-30,3312.26,Big Bazaar
Siya Thakur,45.0,154458.36,917515333350,Male,1974-04-23,6300.9,DMart
Siya Thakur,45.0,154458.36,917515333350,Male,1979-02-12,6542.65,Spencer's
Siya Thakur,45.0,154458.36,917515333350,Male,28-07-1973,7496.39,More
Siya Thakur,45.0,154458.36,917515333350,Male,2005-01-27,7143.23,Reliance Fresh
Siya Thakur,45.0,154458.36,917515333350,Male,1995-05-30,2426.94,Spencer's
Ikbal Saraf,32.0,1541454.01,917172248246,Female,2001-04-15,1217.18,More
Ikbal Saraf,32.0,1541454.01,917172248246,Female,1992-06-03,8169.24,Reliance Fresh
Ikbal Saraf,32.0,1541454.01,917172248246,Female,,7497.85,Big Bazaar
Ikbal Saraf,32.0,1541454.01,917172248246,Female,1992-01-27,3902.55,Reliance Fresh
Harshil Dhingra,37.0,1567505.28,916386757895,Female,2002-12-27,652.29,DMart
Harshil Dhingra,37.0,1567505.28,916386757895,Female,1975-12-27,3305.82,DMart
Harshil Dhingra,37.0,1567505.28,916386757895,Female,1980-11-04,7919.07,DMart
Harshil Dhingra,37.0,1567505.28,916386757895,Female,1990-07-30,4205.92,Big Bazaar
Harshil Dhingra,37.0,1567505.28,916386757895,Female,1974-12-16,7586.3,DMart
Harshil Dhingra,37.0,1567505.28,916386757895,Female,21-03-1999,4348.34,Reliance Fresh
Ekbal Garg,59.0,1457727.78,917137651678,Male,2021-07-18,330.89,
Ekbal Garg,59.0,1457727.78,917137651678,Male,1998-03-01,8983.56,Reliance Fresh
Ekbal Garg,59.0,1457727.78,917137651678,Male,1999-10-10,,Spencer's
Ekbal Garg,59.0,1457727.78,917137651678,Male,1997-12-26,6433.36,Big Bazaar
Ekbal Garg,59.0,1457727.78,917137651678,Male,1972-02-15,6949.2,Spencer's
Ekbal Garg,59.0,1457727.78,917137651678,Male,1989-04-01,4178.05,Reliance Fresh
Ekbal Garg,59.0,1457727.78,917137651678,Male,1992-08-19,341.03,More
Ekbal Garg,59.0,1457727.78,917137651678,Male,19-08-1993,9067.84,Big Bazaar
Adweta Kale,70.0,2193039.92,919099072719,Female,1987-05-06,5156.31,Big Bazaar
Adweta Kale,70.0,2193039.92,919099072719,Female,2013-02-05,7681.75,DMart
Adweta Kale,70.0,2193039.92,919099072719,Female,,3010.24,Spencer's
Adweta Kale,70.0,2193039.92,919099072719,Female,2003-09-30,6109.02,Big Bazaar
Adweta Kale,70.0,2193039.92,919099072719,Female,04-11-2021,4722.4,DMart
Adweta Kale,70.0,2193039.92,919099072719,Female,,5605.86,Reliance Fresh
Adweta Kale,70.0,2193039.92,919099072719,Female,2012-12-31,4004.87,More
Adweta Kale,70.0,2193039.92,919099072719,Female,1994-10-19,1714.93,
Adweta Kale,70.0,2193039.92,919099072719,Female,2017-05-25,6575.45,Big Bazaar
Zayan Koshy,36.0,2498107.33,918684745185,Other,2013-02-07,7296.77,Spencer's
Zayan Koshy,36.0,2498107.33,918684745185,Other,1978-08-11,1761.97,More
Zayan Koshy,36.0,2498107.33,918684745185,Other,1986-06-07,8688.55,Big Bazaar
Zayan Koshy,36.0,2498107.33,918684745185,Other,22-09-1998,756.29,Reliance Fresh
Zayan Koshy,36.0,2498107.33,918684745185,Other,,3721.33,More
Zayan Koshy,36.0,2498107.33,918684745185,Other,1979-01-26,3023.65,DMart
Zayan Koshy,36.0,2498107.33,918684745185,Other,02-07-2011,,DMart
Zayan Koshy,36.0,2498107.33,918684745185,Other,2000-01-30,,
Zayan Koshy,36.0,2498107.33,918684745185,Other,2020-11-27,8515.02,DMart
Zayan Koshy,36.0,2498107.33,918684745185,Other,08-08-1985,,Spencer's
Jack Setty,44.0,2941577.17,919933804513,Other,1987-01-14,1349.96,DMart
Jack Setty,44.0,2941577.17,919933804513,Other,2019-03-15,4686.47,Spencer's
Jack Setty,44.0,2941577.17,919933804513,Other,1991-07-16,9555.1,Big Bazaar
Jack Setty,44.0,2941577.17,919933804513,Other,2018-05-15,3528.21,Big Bazaar
Jack Setty,44.0,2941577.17,919933804513,Other,2016-02-21,5647.23,DMart
Jack Setty,44.0,2941577.17,919933804513,Other,25-02-1977,2258.77,DMart
Jack Setty,44.0,2941577.17,919933804513,Other,1982-02-09,3015.25,Spencer's
Jack Setty,44.0,2941577.17,919933804513,Other,1988-11-28,4718.21,Spencer's
Jack Setty,44.0,2941577.17,919933804513,Other,1978-03-14,6938.61,Reliance Fresh
Sachi Suresh,55.0,988045.7,919655935832,Male,1984-07-08,3057.47,
Sachi Suresh,55.0,988045.7,919655935832,Male,19-09-2019,113.84,Big Bazaar
Sachi Suresh,55.0,988045.7,919655935832,Male,1981-08-01,4785.61,More
Qushi Seth,20.0,1049448.09,917331765783,Other,2007-09-07,5633.66,DMart
Qushi Seth,20.0,1049448.09,917331765783,Other,1998-10-25,8754.03,Spencer's
Qushi Seth,20.0,1049448.09,917331765783,Other,1970-01-21,7911.2,Spencer's
Qushi Seth,20.0,1049448.09,917331765783,Other,1971-07-10,6614.62,Spencer's
Qushi Seth,20.0,1049448.09,917331765783,Other,,4561.52,Big Bazaar
Qushi Seth,20.0,1049448.09,917331765783,Other,2021-05-24,7474.36,Spencer's
Qushi Seth,20.0,1049448.09,917331765783,Other,2005-06-19,3447.26,Big Bazaar
Qushi Seth,20.0,1049448.09,917331765783,Other,2006-10-02,7621.11,More
Qushi Seth,20.0,1049448.09,917331765783,Other,2004-05-24,4504.67,DMart
Bhavna Sarma,60.0,1636135.96,917967277638,Other,,,More
Bhavna Sarma,60.0,1636135.96,917967277638,Other,2006-07-08,,Reliance Fresh
Bhavna Sarma,60.0,1636135.96,917967277638,Other,11-04-1998,6545.03,Reliance Fresh
Bhavna Sarma,60.0,1636135.96,917967277638,Other,1997-11-11,8936.05,More
Bhavna Sarma,60.0,1636135.96,917967277638,Other,1990-03-25,106.91,Reliance Fresh
Bhavna Sarma,60.0,1636135.96,917967277638,Other,1994-02-02,2840.26,More
Bhavna Sarma,60.0,1636135.96,917967277638,Other,2005-04-14,787.13,Big Bazaar
Bhavna Sarma,60.0,1636135.96,917967277638,Other,26-02-1999,5649.71,DMart
Bhavna Sarma,60.0,1636135.96,917967277638,Other,1979-02-18,2975.12,Reliance Fresh
Bhavna Sarma,60.0,1636135.96,917967277638,Other,1992-01-19,593.24,More
Warinder Patil,36.0,2367653.51,918159967797,Other,1985-07-23,1902.16,Reliance Fresh
Warinder Patil,36.0,2367653.51,918159967797,Other,1985-06-23,6221.76,Big Bazaar
Warinder Patil,36.0,2367653.51,918159967797,Other,2005-04-20,6951.27,Spencer's
Warinder Patil,36.0,2367653.51,918159967797,Other,2007-03-01,818.42,DMart
Warinder Patil,36.0,2367653.51,918159967797,Other,,2324.96,DMart
Dayamai Singh,63.0,1496351.14,918925697292,Male,1980-05-28,5418.18,DMart
Dayamai Singh,63.0,1496351.14,918925697292,Male,1982-04-15,898.46,DMart
Dayamai Singh,63.0,1496351.14,918925697292,Male,05-01-1984,9588.78,Reliance Fresh
Dayamai Singh,63.0,1496351.14,918925697292,Male,1970-06-05,4137.01,Spencer's
Dayamai Singh,63.0,1496351.14,918925697292,Male,1997-04-16,7592.42,Spencer's
Dayamai Singh,63.0,1496351.14,918925697292,Male,1978-06-24,9397.17,Spencer's
Dayamai Singh,63.0,1496351.14,918925697292,Male,2009-07-10,4841.85,Big Bazaar
Dayamai Singh,63.0,1496351.14,918925697292,Male,1988-01-14,330.02,More
Baghyawati Kade,26.0,696744.27,918855850145,Female,2018-07-23,7848.79,
Baghyawati Kade,26.0,696744.27,918855850145,Female,2016-05-12,5045.99,More
Baghyawati Kade,26.0,696744.27,918855850145,Female,1989-10-02,3458.78,Reliance Fresh
Baghyawati Kade,26.0,696744.27,918855850145,Female,2000-09-12,5832.12,Big Bazaar
Baghyawati Kade,26.0,696744.27,918855850145,Female,1972-08-15,7518.0,Reliance Fresh
Zayyan Pandya,48.0,323790.35,917201628712,Female,1972-06-12,,More
Zayyan Pandya,48.0,323790.35,917201628712,Female,1998-01-14,5323.12,Spencer's
Zayyan Pandya,48.0,323790.35,917201628712,Female,2009-09-19,6986.82,Spencer's
Zayyan Pandya,48.0,323790.35,917201628712,Female,,7238.68,DMart
Zayyan Pandya,48.0,323790.35,917201628712,Female,1979-09-09,4145.02,Big Bazaar
Yochana Bawa,58.0,560615.28,918908934292,Other,1977-06-29,9168.39,DMart
Yochana Bawa,58.0,560615.28,918908934292,Other,,392.6,DMart
Yochana Bawa,58.0,560615.28,918908934292,Other,2009-12-10,968.45,Reliance Fresh
Yochana Bawa,58.0,560615.28,918908934292,Other,1974-07-03,6072.81,Big Bazaar
Yochana Bawa,58.0,560615.28,918908934292,Other,1981-11-11,6828.62,More
Yochana Bawa,58.0,560615.28,918908934292,Other,1972-02-14,3150.86,Spencer's
Chasmum Atwal,45.0,564873.92,918281341978,Female,2014-04-22,4362.07,More
Chasmum Atwal,45.0,564873.92,918281341978,Female,2019-05-14,292.91,DMart
Chasmum Atwal,45.0,564873.92,918281341978,Female,2003-11-06,7886.7,DMart
Chasmum Atwal,45.0,564873.92,918281341978,Female,2005-04-07,732.2,More
Chasmum Atwal,45.0,564873.92,918281341978,Female,08-03-1991,7646.88,DMart
Chasmum Atwal,45.0,564873.92,918281341978,Female,1985-05-08,2890.66,More
Girindra Chatterjee,56.0,263263.74,916352116052,Female,2002-04-28,3307.52,More
Girindra Chatterjee,56.0,263263.74,916352116052,Female,2013-04-21,8295.28,DMart
Girindra Chatterjee,56.0,263263.74,916352116052,Female,1980-03-06,6081.38,Big Bazaar
Girindra Chatterjee,56.0,263263.74,916352116052,Female,1997-12-25,9107.31,
Oni Yohannan,27.0,575213.12,918417377633,Female,,6651.77,
Oni Yohannan,27.0,575213.12,918417377633,Female,1995-05-18,9455.18,Reliance Fresh
Oni Yohannan,27.0,575213.12,918417377633,Female,1997-09-16,2288.07,Spencer's
Oni Yohannan,27.0,575213.12,918417377633,Female,2007-05-05,6375.23,More
Oni Yohannan,27.0,575213.12,918417377633,Female,1981-07-07,1612.61,Reliance Fresh
Pallavi Malhotra,56.0,2015911.03,917997109065,Female,2020-02-09,7120.77,Reliance Fresh
Pallavi Malhotra,56.0,2015911.03,917997109065,Female,1975-09-01,4109.52,DMart
Pallavi Malhotra,56.0,2015911.03,917997109065,Female,1988-06-15,2291.82,Spencer's
